"activityId" "subjectId" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()" "activityType"
1 27 0.25423798 -0.02137065 -0.12090239 -0.27636692 -0.16554462 -0.29302681 0.96468305 -0.15661187 -0.028943735 -0.9892654 -0.97723588 -0.97403109 -0.3655341 0.0065472161 -0.11086125 -0.26273395 -0.024951464 -0.3315494 -0.074082749 -0.036560705 0.12782468 -0.59713508 -0.60744672 -0.2279328 0.047226054 -0.062402117 -0.12726516 -0.52867834 -0.6840379 -0.34190662 -0.1918834 -0.34571273 -0.1918834 -0.34571273 -0.16740177 -0.18297866 -0.43150917 -0.57775582 -0.56665385 -0.66122043 -0.21758077 -0.11255696 -0.2692229 -0.30076516 -0.24839316 -0.36570493 -0.054573612 0.20301449 0.33886921 -0.27996258 -0.10838495 -0.2963436 -0.31061809 0.0022321404 -0.36349652 -0.28055145 -0.16233103 -0.074382787 -0.47554 -0.62972156 -0.31255385 -0.63576295 -0.59698225 -0.27263739 -0.007892624 0.083798211 -0.052418404 -0.25688053 -0.50281933 0.24685347 -0.18839227 -0.1817271 -0.13418159 -0.5817391 -0.64848448 0.29156814 -0.66116769 -0.68116154 0.16357607 "WALKING"
1 30 0.21862421 -0.045571367 -0.065076716 -0.37886718 -0.23814315 -0.12212624 0.96454704 -0.17170283 -0.064072595 -0.98151994 -0.92467484 -0.88649507 0.01813843 0.013588266 0.017867307 -0.46850749 -0.28437761 -0.57166558 0.28321983 -0.17074534 0.023959555 -0.46882388 -0.040475152 -0.32544117 -0.19082104 -0.30517371 -0.0226401 -0.56769262 -0.55288889 -0.52608373 -0.23815167 -0.34475268 -0.23815167 -0.34475268 -0.41543152 -0.42212131 -0.040225009 -0.41541686 -0.53938262 -0.60721026 -0.42133081 -0.26237326 -0.30735934 -0.36278877 -0.27319575 -0.095755151 -0.55940417 0.0061920883 -0.27965965 -0.50550236 -0.34030205 -0.50671189 -0.47662427 -0.27010376 -0.63820969 -0.53354669 -0.29721055 -0.40684365 -0.45223113 -0.20468643 -0.36255498 -0.47909203 0.04155389 -0.37526996 -0.25295536 -0.38225205 -0.30608631 -0.34876033 -0.44385499 -0.037869072 -0.45008781 -0.39147546 0.20448815 -0.47380998 -0.47559065 -0.050100015 -0.59180255 -0.6563774 -0.086318767 "WALKING"
1 5 0.19897492 -0.127407 -0.14893085 -0.01510714 0.24160914 -0.38116746 0.96909508 -0.10127029 0.050814109 -0.96141605 -0.68628218 -0.91337949 0.76142745 0.31634119 0.078941847 -0.088407468 0.029849413 -0.51396092 -0.46493687 0.1132877 -0.11745993 -0.45708267 -0.4742079 -0.27940676 0.15966246 -0.06948851 0.031158802 -0.39784134 -0.50927789 -0.029388247 0.088892885 -0.16891756 0.088892885 -0.16891756 -0.12305875 -0.12135989 -0.20380675 -0.32818101 -0.38980059 -0.45386914 0.057352178 0.17006949 -0.3852501 -0.0449783 0.20005811 -0.42874981 0.072386574 0.15252608 0.024229355 -0.14140389 0.021257829 -0.47008963 -0.11309741 -0.034184521 -0.55561802 -0.31623417 -0.22047953 -0.26737791 -0.25648205 -0.44066178 -0.064537031 -0.52169667 -0.4997776 -0.43188177 0.069432423 0.032161125 0.17174464 -0.035840037 -0.38404247 0.33881289 -0.0076827885 -0.29857163 0.20601965 -0.33899739 -0.43764697 0.12979965 -0.51291024 -0.42099731 0.026223018 "WALKING"
1 24 0.30909046 -0.01596666 -0.10208432 -0.39547536 -0.11659071 -0.28818709 0.97007445 -0.10535705 -0.12818321 -0.98218397 -0.96146251 -0.94355007 -0.12542057 -0.23992964 -0.4129179 -0.41022813 -0.28639324 -0.44994181 -0.0095812792 -0.047890311 0.10063863 -0.5769919 -0.45454304 -0.35485809 -0.069315549 -0.19004553 -0.068319632 -0.42310964 -0.45664508 -0.5610069 -0.24314809 -0.45614922 -0.24314809 -0.45614922 -0.34275781 -0.37310984 -0.39867541 -0.51637416 -0.44818752 -0.52558005 -0.37854087 -0.20001631 -0.25518762 -0.40215606 -0.13014097 -0.36732183 -0.15273658 -0.099713013 0.38487085 -0.3997878 -0.35504039 -0.39553065 -0.47690092 -0.25838143 -0.50241054 -0.12302924 -0.46237806 -0.30314987 -0.45290267 -0.42136253 -0.37280601 -0.61639271 -0.47991569 -0.40795194 -0.099010855 0.2834145 -0.3460142 -0.400048 -0.57472441 0.1806039 -0.41222001 -0.33003116 -0.028059053 -0.45519234 -0.65706505 0.40435259 -0.5148143 -0.5743193 0.38104147 "WALKING"
1 7 0.31419125 -0.0086959731 -0.12456099 -0.35587779 -0.16579948 0.40672936 0.89230254 -0.14698181 -0.34141884 -0.97975776 -0.96148636 -0.94085236 -0.22561772 -0.069864273 -0.093682416 -0.45300504 -0.12153354 -0.0044288892 0.033434766 -0.096892897 -0.0096831514 -0.53605877 -0.2388226 -0.36179957 -0.20300504 -0.16377837 0.057434157 -0.23549649 -0.27850618 -0.55916532 -0.050800892 -0.19296349 -0.050800892 -0.19296349 -0.16701481 -0.067405645 -0.31105774 -0.26027357 -0.34247773 -0.25489523 -0.37739701 -0.19145692 0.19287091 -0.34746347 -0.20474244 0.40956883 -0.24906394 0.1274282 -0.0094266582 -0.46556011 -0.20174829 0.0038327917 -0.48877318 -0.091592121 -0.01098646 -0.42640465 -0.17082 -0.32644199 -0.34717144 -0.24801085 -0.4522306 -0.59763498 -0.23856037 -0.39304154 0.13401097 0.02292372 -0.16074893 -0.16762305 -0.33281465 0.22194637 -0.081012584 -0.056168935 0.15600332 -0.2549877 -0.39442255 0.093123884 -0.29446303 -0.25580757 -0.15124255 "WALKING"
1 26 0.24416071 -0.0070553264 -0.1246105 -0.46095352 -0.23988952 -0.37371011 0.95454926 -0.1357181 0.11526801 -0.98605435 -0.95818279 -0.97626346 0.13775003 0.27689698 -0.049424796 -0.48742655 -0.35044945 -0.4181021 0.070789929 -0.21508954 0.12185699 -0.58014634 -0.59548788 -0.43824389 -0.099998743 -0.083858957 0.22097384 -0.48745368 -0.58018505 -0.54100156 -0.33990398 -0.49372292 -0.33990398 -0.49372292 -0.39993863 -0.36600984 -0.46218281 -0.60331797 -0.52846979 -0.64272337 -0.47713081 -0.22844457 -0.41237928 -0.45459345 -0.29395064 -0.4014388 -0.45469379 0.0093853664 0.13347438 -0.49854867 -0.3756898 -0.47098311 -0.52154109 -0.36645318 -0.37303727 -0.11480958 -0.41226127 -0.30047112 -0.50220356 -0.60181708 -0.34198972 -0.60536611 -0.59442604 -0.52498348 -0.14469677 0.19191468 0.14076069 -0.4436651 -0.60257539 0.050951728 -0.40394272 -0.32422478 -0.055903068 -0.59845615 -0.67681593 0.17533397 -0.67435956 -0.62860237 0.14531889 "WALKING"
1 5 0.20503334 -0.004160615 -0.081335853 -0.16647955 -0.03172142 -0.45399289 0.97290766 -0.12842815 0.033037561 -0.99031897 -0.9822104 -0.95805617 0.093808958 0.21913 0.19068942 -0.16005079 -0.2137997 -0.57283805 -0.066500502 -0.062206259 0.069558142 -0.48713816 -0.46500215 -0.37557779 -0.067646241 -0.057075941 -0.12748764 -0.37003202 -0.50780903 -0.14861302 -0.1016242 -0.33240545 -0.1016242 -0.33240545 -0.23148648 -0.26753675 -0.36392406 -0.47617074 -0.42378784 -0.43596689 -0.19276198 -0.093064198 -0.45622238 -0.15629452 -0.06115366 -0.49668626 -0.47705439 -0.0063198226 0.10985371 -0.2393353 -0.26730215 -0.5503685 -0.15229521 -0.20689254 -0.59267166 -0.3324151 -0.51729387 -0.33797396 -0.42711552 -0.46250999 -0.26214947 -0.50820528 -0.47029515 -0.47472841 -0.16404183 0.043077663 0.15378287 -0.19784914 -0.52638186 0.25442583 -0.20387643 -0.36307927 0.12010256 -0.42285998 -0.61505013 0.38300793 -0.47982328 -0.42076312 0.1396832 "WALKING"
1 1 0.34859482 -0.0092913878 -0.048420161 -0.29625224 0.18386365 -0.34128475 0.93372745 -0.3023205 -0.10791639 -0.9782861 -0.97615226 -0.92284959 -0.0052259123 -0.33159886 -0.092163938 -0.099349259 0.16689766 -0.52845809 -0.011655604 -0.052724862 0.075794181 -0.48423987 -0.132468 -0.42150598 0.0086611048 0.076689287 -0.078883967 -0.18995319 -0.32648317 -0.45271242 -0.13796608 -0.23357208 -0.13796608 -0.23357208 -0.10951951 -0.045563312 -0.23600028 -0.22645461 -0.31291887 -0.34550214 -0.21006687 0.16820242 -0.4166357 -0.33322517 0.11728421 -0.35170149 -0.31876202 0.2425136 0.037743577 -0.14133475 0.064405446 -0.51610146 -0.13480023 0.20220896 -0.53846786 -0.15165363 -0.37324038 -0.17615173 -0.37178159 -0.11995861 -0.32154603 -0.5201432 -0.14640247 -0.51122736 0.097454682 0.032862196 -0.12019212 -0.17076567 -0.39036034 0.10205808 -0.014040186 -0.092125543 0.11256107 -0.19468996 -0.38870112 0.33965283 -0.32740044 -0.41768268 0.24642308 "WALKING"
1 3 0.25499622 -0.054201115 -0.15021167 -0.63980361 -0.25830983 -0.43803436 0.95112743 -0.23582271 -0.097200275 -0.97005979 -0.88912163 -0.91420692 0.32518608 0.0024307209 -0.019020592 -0.63272027 -0.37768835 -0.65401608 -0.21906073 0.047995064 0.16012164 -0.59130879 -0.6993441 -0.6281729 0.12020382 -0.036405114 -0.21525229 -0.61403974 -0.77387451 -0.69679338 -0.48512255 -0.4830533 -0.48512255 -0.4830533 -0.59337353 -0.43175424 -0.53573039 -0.57643229 -0.74133573 -0.70180517 -0.579094 -0.29591382 -0.53295159 -0.66665 -0.2852612 -0.43147175 -0.17782487 -0.25146529 -0.36588611 -0.64767019 -0.46667258 -0.68158269 -0.64947975 -0.32409793 -0.62936094 -0.43732971 -0.62671209 -0.6865871 -0.46326734 -0.71009139 -0.55980311 -0.63202114 -0.69493335 -0.68751424 0.062686912 -0.26452921 -0.045042549 -0.45941482 -0.57648469 -0.086528211 -0.48868038 -0.36932488 -0.45699195 -0.64701386 -0.60231743 -0.20025659 -0.75514762 -0.66256561 -0.31937096 "WALKING"
1 25 0.27893018 -0.002086136 -0.07585518 -0.6241622 -0.15817629 -0.45149421 0.96353363 -0.13781689 0.082196196 -0.98562104 -0.94384371 -0.91899036 0.31987926 -0.20969865 0.15665017 -0.67581998 -0.39821241 -0.69361108 0.22593548 -0.17919813 0.15976226 -0.47319603 -0.62310212 -0.59063777 -0.32773828 0.17631291 -0.029044735 -0.50421647 -0.83024645 -0.69484883 -0.43369801 -0.53160295 -0.43369801 -0.53160295 -0.58397464 -0.56332176 -0.41327085 -0.47223038 -0.69735846 -0.76783172 -0.59831067 -0.23087722 -0.5544223 -0.63468693 -0.17423896 -0.44022197 0.087300003 -0.15605665 -0.23593343 -0.65398684 -0.45847524 -0.66902097 -0.73362145 -0.37208009 -0.7159487 -0.07296363 -0.64141001 -0.1520049 -0.3335998 -0.65864876 -0.59980857 -0.51745295 -0.60522249 -0.62495093 -0.088713907 0.00093252731 -0.25263754 -0.51479956 -0.61356964 0.056198762 -0.57823085 -0.54665534 0.061816578 -0.51021287 -0.53650651 -0.06948389 -0.77101147 -0.77940689 0.18227168 "WALKING"
1 7 0.20327631 -0.0097640825 -0.15139663 -0.42866609 -0.26099996 0.076759624 0.91061671 -0.13269964 -0.31923664 -0.95240176 -0.93531592 -0.84531212 0.26599876 -0.040948857 0.0025967938 -0.488105 -0.29174463 -0.36158535 0.42743642 -0.045703201 -0.4134426 -0.51454166 -0.36898265 -0.40724136 -0.11170869 0.22132067 0.21892351 -0.36556483 -0.34498679 -0.56832919 -0.20943372 -0.34394328 -0.20943372 -0.34394328 -0.39067904 -0.26383091 -0.17464051 -0.34537812 -0.4748633 -0.23366833 -0.43709486 -0.22826944 -0.11465758 -0.4252674 -0.32582775 0.092484019 -0.39089049 0.075474482 -0.23119602 -0.50666308 -0.3166142 -0.34309963 -0.51397641 -0.31228314 -0.37739061 -0.37792998 -0.10155852 -0.40908912 -0.31828841 -0.23675361 -0.35450636 -0.57847005 -0.47140377 -0.47967458 -0.18186563 0.29089863 0.14803795 -0.38032055 -0.4259079 -0.12867852 -0.29646073 -0.22774662 -0.30709532 -0.35222587 -0.4548342 0.19457436 -0.27006915 -0.24061181 -0.05501402 "WALKING"
1 6 0.23173287 0.0088070868 -0.11816595 -0.26202355 0.077765082 -0.47454757 0.9552539 -0.21273459 0.053362832 -0.98504757 -0.95276956 -0.9601626 0.35217852 0.2382599 -0.061248207 -0.095662237 -0.15888653 -0.45594524 0.02036867 -0.11116831 0.094101109 -0.4565896 -0.31878768 -0.32327521 -0.0075051379 -0.023838628 0.010209627 -0.15210423 -0.33050971 -0.054698378 -0.15775836 -0.30128917 -0.15775836 -0.30128917 -0.1968147 -0.082674969 -0.29599644 -0.30393818 -0.26096357 -0.26386625 -0.14756049 0.009132683 -0.40008583 -0.31228977 0.045041971 -0.56954096 -0.23300867 -0.16108451 0.3799235 -0.10910566 -0.23117081 -0.37904987 -0.1631162 -0.13507659 -0.5341245 -0.14446856 -0.5377138 0.15094063 -0.19605161 -0.29803048 -0.13007666 -0.54389547 -0.33676058 -0.46228751 0.19424025 0.097041098 0.31957777 -0.22536556 -0.45645818 0.27321448 -0.0962825 -0.07205549 -0.11683963 -0.21569699 -0.50661749 0.46454951 -0.2427901 -0.34595379 0.26578958 "WALKING"
1 1 0.23285893 0.0060932862 -0.10962065 -0.33592545 0.0095717473 -0.33207839 0.92698246 -0.30575951 -0.10629484 -0.96239775 -0.98634467 -0.95468324 -0.19775867 0.12405213 0.35470037 -0.20499715 -0.07020953 -0.54874098 -0.02369593 0.096891991 0.14986995 -0.58435555 -0.11550643 -0.4116803 -0.13233807 -0.35517426 0.029370122 -0.33560491 -0.38038233 -0.45737895 -0.20047978 -0.32816169 -0.20047978 -0.32816169 -0.25105861 -0.14666197 -0.25884243 -0.25375103 -0.38732523 -0.40040195 -0.22856579 0.030616177 -0.36637437 -0.38325631 -0.065869733 -0.3656306 -0.15311856 0.032851497 0.22403885 -0.24305759 -0.1166676 -0.52515601 -0.23524955 -0.081038938 -0.56963706 -0.23080893 -0.3762735 -0.17443534 -0.4676164 -0.17816106 -0.30475662 -0.6213864 -0.08509343 -0.50509221 0.057035233 -0.043112006 0.025867816 -0.26873961 -0.46823901 0.201318 -0.15565754 -0.14121578 -0.012339961 -0.23529919 -0.39987526 0.30979819 -0.38587928 -0.46328899 0.25176187 "WALKING"
1 1 0.32551283 -0.030425049 -0.090442602 -0.32426515 0.18394759 -0.33298202 0.92942237 -0.29501043 -0.096647899 -0.98102879 -0.97770144 -0.96307292 -0.24611182 -0.55959039 -0.31577478 -0.13407201 0.16644946 -0.51671076 -0.010580197 -0.1137944 0.12579473 -0.50883108 -0.14987847 -0.42974341 0.021598446 -0.19652921 -0.14512633 -0.18021363 -0.34173071 -0.47392816 -0.15677155 -0.24067096 -0.15677155 -0.24067096 -0.12921769 -0.046523243 -0.24495312 -0.28575546 -0.32398013 -0.35141677 -0.22867496 0.27323222 -0.35376619 -0.36581424 0.057523212 -0.37437819 -0.18509408 0.34363313 0.21067626 -0.19872147 0.066835448 -0.49069328 -0.14292773 0.19870946 -0.53995902 -0.21704186 -0.41640804 -0.20380836 -0.41693656 -0.16307098 -0.36568619 -0.5385554 -0.14783161 -0.50448079 0.071343692 -0.10665438 -0.11874843 -0.17481964 -0.39838608 0.10137328 -0.050401791 -0.033961422 0.084847702 -0.29641283 -0.40279689 0.28280861 -0.32974867 -0.4266712 0.24132814 "WALKING"
1 3 0.25643361 -0.019301241 -0.10237117 -0.43567423 -0.17540807 -0.44496585 0.93937421 -0.26309071 -0.11025297 -0.98622411 -0.97568715 -0.95871694 0.28144245 -0.085187884 0.096012559 -0.40333426 -0.21761858 -0.60409854 -0.034762252 -0.047998273 0.10659442 -0.62963635 -0.66997407 -0.48119992 -0.20917044 -0.012697494 -0.1520294 -0.45436229 -0.75787476 -0.4933815 -0.33084347 -0.44799685 -0.33084347 -0.44799685 -0.3905076 -0.34024259 -0.54678924 -0.6400031 -0.62947283 -0.66162712 -0.45133966 -0.22732329 -0.50372937 -0.42949505 -0.20047248 -0.45601666 -0.23357853 0.11695167 -0.094513412 -0.43659285 -0.26598881 -0.60975184 -0.42104616 -0.21619192 -0.59762789 -0.26625569 -0.18345714 -0.53276015 -0.45686575 -0.6938959 -0.3906575 -0.68720906 -0.65825396 -0.56201735 0.071482337 -0.2480676 0.046516581 -0.38962442 -0.56932996 0.16327149 -0.39717847 -0.27741512 0.10188055 -0.65194707 -0.69388095 0.055564595 -0.71043926 -0.62852537 0.065208362 "WALKING"
1 2 0.19549619 -0.016377097 -0.126381 -0.39787462 0.12278313 -0.38202201 0.91330906 -0.34065969 0.14866396 -0.98656614 -0.9877652 -0.95897616 -0.11212093 0.73401126 0.17600147 -0.14792212 0.34691195 -0.56705728 0.0018247426 -0.097606863 0.093683197 -0.56562245 -0.4729061 -0.43301374 -0.17172864 -0.17389563 0.017495162 -0.26034783 -0.48761333 -0.20839556 -0.22024466 -0.31865636 -0.22024466 -0.31865636 -0.13413736 0.10142629 -0.43351605 -0.4732268 -0.42565938 -0.35558077 -0.3054099 0.31393997 -0.40271508 -0.43840174 -0.067347901 -0.41945361 -0.0079522313 0.67575422 0.042467635 -0.2067719 0.33854022 -0.52586614 -0.16149508 0.25950759 -0.60624926 -0.017372916 -0.20155852 -0.34783601 -0.43663373 -0.46585659 -0.33747093 -0.60658633 -0.48100845 -0.51994577 0.12419235 0.18659267 0.26091724 -0.10964991 -0.58075003 0.82442836 0.15527094 0.021869092 0.50774892 -0.45787481 -0.57826921 0.39881134 -0.38092608 -0.36739619 0.26129263 "WALKING"
1 11 0.25902502 -0.035540578 -0.14803892 -0.38373936 0.032781674 -0.55372446 0.94684673 -0.2137035 0.091916082 -0.98731698 -0.94017967 -0.96678951 0.20723963 0.28281816 -0.015122566 -0.32298161 -0.016396892 -0.67933907 -0.048808911 -0.095562044 0.14522552 -0.56439371 -0.44375186 -0.4288999 -0.070473353 0.12358161 -0.20920634 -0.4837227 -0.68856629 -0.51692818 -0.25298179 -0.41198536 -0.25298179 -0.41198536 -0.30474363 -0.25324296 -0.40374617 -0.51478486 -0.58583373 -0.70004314 -0.32377539 -0.01201521 -0.62093779 -0.40896578 -0.0090088778 -0.5521754 -0.23238059 0.060906757 0.13451906 -0.31638566 -0.096018265 -0.66114547 -0.39312627 0.0061634927 -0.69513891 -0.13333186 -0.34771017 0.048507143 -0.4652486 -0.57004827 -0.35412199 -0.59596527 -0.3821442 -0.5078369 -0.20212028 -0.1575815 -0.0866751 -0.35118903 -0.54032931 0.1419768 -0.21715941 -0.30666034 0.18566011 -0.55313178 -0.571504 0.026142942 -0.69767288 -0.72344594 -0.052953491 "WALKING"
1 3 0.23965834 -0.021141409 -0.072926017 -0.31352629 -0.079865315 -0.32809034 0.93853171 -0.27272021 -0.1097687 -0.99062333 -0.96222686 -0.95098313 0.13111854 -0.0038693467 0.059788091 -0.13947532 -0.056106519 -0.48291517 -0.028949159 -0.086649036 0.076388851 -0.55297577 -0.56649637 -0.52366808 0.049315963 -0.095141851 -0.010859257 -0.36780183 -0.65508489 -0.57258576 -0.23192537 -0.24400555 -0.23192537 -0.24400555 -0.20159212 -0.083349334 -0.46937622 -0.58648361 -0.55559141 -0.62569117 -0.26404561 -0.13558406 -0.39728014 -0.33398284 -0.10906139 -0.34276445 -0.30966597 0.12526467 -0.048879613 -0.21747925 -0.1737908 -0.49932101 -0.13466305 0.0081940514 -0.46725177 -0.31463649 -0.22969225 -0.44313541 -0.3798472 -0.55741276 -0.49240386 -0.60905318 -0.57523209 -0.57783457 0.055635206 -0.15355252 -0.065214594 -0.15911212 -0.41387981 0.13703832 -0.10755194 -0.058942955 -0.074408788 -0.58825345 -0.65734012 0.28659902 -0.66457199 -0.60473219 0.069482042 "WALKING"
1 3 0.26561363 -0.019763709 -0.13399699 -0.41098108 -0.043445002 -0.40182424 0.92845998 -0.25597149 -0.17584361 -0.9918597 -0.97026296 -0.96570118 0.13087249 0.14500588 0.16538867 -0.31260267 0.010610588 -0.53998316 -0.016583155 -0.075340792 0.093136373 -0.60889927 -0.5487346 -0.48317627 -0.09196609 -0.019504341 -0.03346237 -0.478714 -0.61360471 -0.55315527 -0.28953396 -0.33169121 -0.28953396 -0.33169121 -0.29858795 -0.12338888 -0.48023311 -0.61268233 -0.58824288 -0.56907981 -0.38798601 -0.087559018 -0.4446713 -0.42021587 -0.080745437 -0.42491654 -0.28895239 0.17610954 0.1275471 -0.36675035 -0.11507765 -0.53355492 -0.31679424 0.079123767 -0.54444504 -0.29877106 -0.23396179 -0.27756557 -0.55656875 -0.5650151 -0.47465449 -0.6267027 -0.54208576 -0.53313819 -0.06379833 -0.097080369 -0.18541058 -0.30709331 -0.44950495 0.0323902 -0.1865134 -0.053575561 -0.01766792 -0.61599404 -0.67797649 0.22871592 -0.6243527 -0.53405275 -0.035341986 "WALKING"
1 30 0.29060892 -0.0078197268 -0.11090661 -0.40849493 -0.25547476 -0.05351605 0.96366594 -0.18349741 -0.029322367 -0.99128498 -0.97582057 -0.93123465 0.32445205 -0.15400914 -0.099502325 -0.43448132 -0.37225353 -0.47998261 -0.039956722 -0.10236963 0.11779536 -0.53011382 -0.079242433 -0.23602893 -0.069561842 0.24045269 -0.004114506 -0.57473424 -0.52327615 -0.51232623 -0.22511051 -0.42495092 -0.22511051 -0.42495092 -0.39019715 -0.4089538 -0.15383246 -0.33484281 -0.52891528 -0.56518558 -0.42169464 -0.26676891 -0.23800047 -0.40323278 -0.29617256 -0.032020651 -0.04418825 0.030696586 -0.050799808 -0.43144212 -0.40827041 -0.41513023 -0.49008003 -0.37424515 -0.54442585 -0.1345667 -0.34563318 -0.23449051 -0.54232088 -0.21734731 -0.37535832 -0.53293011 -0.0098147278 -0.2653579 -0.20270722 -0.24842996 -0.29467494 -0.42395595 -0.51438606 0.013149743 -0.42855137 -0.38791046 0.096125437 -0.43699926 -0.38083976 -0.02893837 -0.57740316 -0.57967236 0.23518089 "WALKING"
1 19 0.29763612 -0.03274936 -0.11912104 0.094034207 0.19413674 -0.12003016 0.93920252 -0.1946281 -0.16928667 -0.97240981 -0.98260711 -0.92699653 -0.20003345 -0.15852921 -0.49383056 0.15963883 0.059676031 -0.11112576 0.11395313 -0.19354479 0.1084711 0.014164898 -0.046946559 -0.01304709 -0.33732015 -0.034510573 -0.53270761 0.32097644 -0.17447573 -0.0073967349 0.16416883 -0.011606853 0.16416883 -0.011606853 0.16220067 0.03047069 0.15412357 0.041911113 -0.016708203 -0.10967986 0.065412979 0.13802396 -0.014176961 0.10510927 0.14781845 -0.26488509 -0.35381585 0.062809026 0.62722899 0.073250045 -0.011786292 -0.042549438 0.14753598 0.068194875 -0.17634627 -0.39683313 -0.29245693 0.08793515 0.26693752 -0.0016277338 0.15780241 -0.066171864 -0.082859569 -0.16627479 -0.0033053703 0.016503007 0.17054748 0.12146415 -0.24935133 0.21871772 0.063511369 -0.020681223 -0.0047461156 0.022146984 -0.12536902 0.18601722 -0.11338303 -0.16812869 0.12099177 "WALKING"
1 2 0.24387 0.011466552 -0.11389069 -0.41168594 -0.079688488 -0.44213968 0.90587366 -0.34056898 0.15412904 -0.97132637 -0.98630011 -0.97113841 0.50662395 -0.071041875 -0.25540822 -0.21798011 0.0088877584 -0.57171555 -0.018193666 -0.12275882 0.097649632 -0.60342612 -0.50063168 -0.4678139 -0.35320742 0.11381652 -0.084965263 -0.37696884 -0.51646982 -0.29101615 -0.28407383 -0.43464859 -0.28407383 -0.43464859 -0.23706606 -0.13863303 -0.46929897 -0.51809522 -0.46292024 -0.45417063 -0.30458923 -0.044865172 -0.46216997 -0.45953921 -0.15728165 -0.47500139 0.16024021 0.077461959 0.21248039 -0.25099641 -0.082605384 -0.54939191 -0.25250226 0.042547708 -0.59138739 -0.16948476 -0.27499381 -0.39482737 -0.44059191 -0.50650642 -0.38563821 -0.65654251 -0.50050409 -0.54634938 0.20144321 0.16834942 0.24841007 -0.32940405 -0.59108629 0.47227445 -0.16614846 -0.10938237 0.07516512 -0.47568283 -0.6397359 0.41595588 -0.50508733 -0.4300849 0.083846097 "WALKING"
1 6 0.19927104 0.01901067 -0.075935641 -0.32971021 0.15256444 -0.50573529 0.96264047 -0.22767698 0.048766193 -0.9705335 -0.95637878 -0.9632589 0.11785531 0.16774168 0.22282555 -0.25079546 0.0200824 -0.61272299 -0.098046597 0.0088344842 0.063562348 -0.36152247 -0.36205376 -0.36783017 -0.050428799 -0.26505535 -0.077820693 0.038180887 -0.39046356 -0.2060811 -0.17258258 -0.36405927 -0.17258258 -0.36405927 -0.24973126 -0.18146097 -0.24913799 -0.36224129 -0.22595848 -0.3701923 -0.25333312 0.14187095 -0.48880197 -0.36226886 0.085292171 -0.55643464 -0.3636057 -0.041059835 0.30328072 -0.24451143 -0.049391417 -0.57071054 -0.32725166 0.029050138 -0.65328693 -0.21768115 -0.51391388 -0.091286518 -0.10283636 -0.37406323 -0.20477564 -0.44582328 -0.35921958 -0.4894581 0.16915284 0.028409848 0.16997835 -0.29631571 -0.50427181 0.19592781 -0.1647283 -0.20826399 -0.055478108 -0.28360058 -0.54546622 0.40147803 -0.33002687 -0.47466381 0.27251226 "WALKING"
